index,s1,s2,s3,s4,s5
823,35,36,35,35,37
824,36,33,35,35,36
825,35,33,33,38,34
826,34,35,36,38,36
827,38,34,33,37,37
828,37,38,37,34,36
829,36,34,33,37,33
830,33,37,33,36,37
831,34,34,34,34,37
832,38,36,35,37,35
833,36,35,38,38,37
834,37,33,34,37,34
835,37,34,35,35,33
836,37,34,33,37,38
837,33,37,37,34,34
838,37,35,34,33,37
839,38,33,36,33,37
840,37,34,38,35,38
841,33,36,36,37,38
842,34,35,36,36,37
843,34,35,38,37,38
844,33,36,38,38,36
845,33,33,33,37,37
846,35,34,35,38,37
847,36,34,38,38,33
848,35,34,37,34,34
849,34,34,38,34,35
850,35,36,37,37,34
851,34,34,38,35,33
852,37,36,37,37,33
853,34,34,36,37,34
854,35,37,34,38,37
855,33,35,36,33,35
856,38,36,38,35,34
857,34,37,33,33,33
858,36,38,33,33,36
859,37,33,38,37,37
860,35,37,34,35,35
861,35,33,35,38,34
862,36,35,38,33,33
863,37,38,34,35,36
864,38,34,33,35,33
865,36,34,36,37,38
866,35,36,37,34,37
867,34,38,34,37,37
868,37,37,35,34,37
869,33,34,36,36,33
870,37,37,35,37,36
871,37,35,34,35,38
872,37,33,33,33,33
873,36,37,37,34,35
874,37,38,38,35,38
875,37,38,33,33,35
876,36,33,37,36,38
877,38,36,35,37,35
878,37,35,34,33,33
879,36,36,34,34,38
880,36,36,36,34,36
881,33,37,35,35,38
882,34,34,34,38,33
883,34,34,36,38,35
884,37,35,36,35,38
885,34,35,38,34,35
886,37,35,34,34,33
887,38,37,33,35,35
888,38,38,33,38,36
889,34,37,35,33,33
890,33,35,36,35,35
891,37,34,37,36,36
892,33,35,36,37,37
893,38,36,37,33,37
894,35,35,38,38,35
895,37,36,38,36,37
896,36,37,37,38,33
897,34,36,35,33,37
898,37,35,35,33,33
899,37,36,36,38,38
900,35,34,34,36,34
901,38,38,34,33,38
902,36,38,35,36,37
903,35,33,38,36,35
904,34,35,33,36,34
905,33,33,35,36,33
906,38,33,37,36,35
907,36,35,36,36,33
908,37,36,37,36,34
909,37,34,33,34,37
910,37,38,34,38,37
911,34,38,37,38,36
912,38,35,36,34,33
913,38,34,37,34,38
914,36,35,34,36,33
915,36,35,36,35,38
916,33,35,33,37,38
917,36,35,35,34,37
918,34,35,38,37,35
919,36,38,35,33,33
920,35,36,33,38,38
921,36,34,37,34,38
922,38,36,38,36,35
923,37,35,33,37,34
924,33,34,35,38,34
925,35,37,37,38,33
926,38,37,33,36,37
927,33,36,36,36,35
928,34,34,34,36,38
929,36,33,34,35,34
930,33,33,37,37,34
931,38,38,33,36,37
932,36,37,38,34,35
933,33,37,37,37,37
934,38,38,38,33,38
935,36,33,34,37,38
936,33,38,33,35,36
937,33,34,38,37,35
938,34,37,33,34,34
939,38,34,34,35,33
940,38,38,38,36,34
941,34,38,33,33,37
942,36,33,36,34,34
943,34,34,35,33,35
944,33,35,33,37,35
945,34,34,35,34,38
946,34,37,34,34,35
947,37,34,38,35,36
948,33,36,37,37,33
949,33,38,34,34,38
950,36,34,33,38,35
951,38,36,36,34,35
952,34,33,35,33,38
953,38,36,38,34,35
954,37,34,34,37,33
955,36,34,33,33,37
956,37,35,37,37,33
957,34,34,38,37,38
958,36,34,34,33,36
959,38,38,34,33,36
960,37,37,37,33,33
961,38,37,35,35,35
962,36,33,35,35,33
963,33,35,34,35,36
964,37,35,34,35,33
965,34,37,38,37,36
966,36,36,36,35,33
967,33,33,33,38,34
968,37,33,36,35,38
969,33,37,33,36,35
970,37,38,38,33,33
971,37,33,38,33,34
972,36,35,34,33,36
973,36,37,33,33,33
974,35,38,36,36,38
975,35,34,37,35,36
976,33,33,34,37,37
977,33,34,33,37,36
978,36,33,35,34,36
979,33,37,37,35,38
980,33,36,36,37,36
981,36,33,33,35,36
982,33,37,34,34,36
983,33,36,38,35,34
984,35,38,38,33,34
985,34,37,38,37,33
986,34,35,36,36,35
987,33,33,33,37,38
988,37,37,33,33,34
989,36,33,33,38,38
990,33,36,34,34,36
991,38,37,37,34,38
992,36,36,35,35,34
993,36,36,37,34,33
994,37,33,38,35,33
995,34,37,33,34,35
996,35,36,38,35,37
997,34,35,35,36,35
998,33,36,33,37,37
999,36,33,35,35,33
0,4,31,17,22,22
1,25,12,24,25,3
2,29,6,13,19,24
3,23,13,19,14,11
4,13,14,4,26,4
5,25,31,20,30,15
6,11,22,1,5,4
7,20,31,7,13,5
8,0,10,5,8,22
9,18,0,16,14,7
10,21,25,28,5,14
11,10,14,19,3,25
12,6,23,11,14,5
13,5,12,29,29,28
14,27,30,21,14,18
15,20,27,25,5,31
16,0,23,8,26,7
17,2,4,14,8,24
18,20,21,17,28,1
19,3,7,10,0,1
20,18,14,10,20,30
21,12,26,18,10,31
22,14,25,15,24,28
23,25,21,0,13,15
24,5,14,8,26,31
25,8,27,4,27,3
26,18,21,9,20,5
27,15,4,20,18,26
28,3,27,30,13,13
29,29,2,29,24,20
30,24,26,24,11,12
31,11,26,24,3,15
32,15,22,16,5,25
33,18,29,4,9,0
34,19,19,23,25,7
35,17,25,29,6,1
36,0,23,5,9,24
37,25,25,30,6,25
38,15,3,29,2,7
39,16,28,8,29,29
40,21,12,18,11,9
41,2,1,0,3,0
42,18,18,22,13,4
43,8,30,17,16,22
44,27,11,29,9,17
45,13,13,7,2,30
46,22,13,8,30,12
47,25,22,20,24,8
48,4,23,28,20,30
49,1,7,4,16,15
50,4,19,10,3,10
51,8,14,2,7,16
52,22,15,27,20,17
53,27,7,28,10,1
54,19,6,15,11,22
55,13,7,6,5,31
56,26,14,31,4,12
57,15,11,30,29,18
58,2,8,30,12,7
59,18,2,27,24,16
60,1,28,23,10,4
61,30,5,4,8,18
62,2,22,25,29,22
63,15,13,24,4,9
64,28,7,30,8,13
65,13,3,29,0,27
66,2,11,6,26,22
67,9,4,4,29,29
68,29,16,29,15,30
69,4,13,15,22,11
70,29,16,26,23,4
71,26,13,3,0,29
72,9,2,14,4,18
73,21,7,29,12,4
74,11,24,26,15,6
75,11,3,9,4,6
76,30,12,22,1,4
77,2,22,8,22,28
78,18,9,1,31,7
79,26,5,0,6,26
80,15,8,4,26,10
81,21,21,12,25,7
82,18,12,28,3,8
83,28,4,12,0,14
84,6,21,18,3,21
85,15,0,5,4,10
86,13,6,11,18,3
87,1,2,30,27,6
88,13,0,3,31,14
89,20,2,3,15,16
90,11,3,20,5,24
91,20,12,29,26,9
92,7,31,24,22,0
93,26,16,18,3,3
94,28,23,28,13,2
95,16,29,20,5,9
96,11,3,12,22,29
97,6,5,2,21,28
98,25,30,28,29,14
99,18,24,3,5,19
100,19,15,9,18,20
101,16,10,23,17,29
102,18,8,28,24,29
103,11,31,12,5,31
104,4,30,8,19,27
105,23,23,29,23,28
106,9,2,7,31,18
107,3,5,6,21,24
108,23,0,10,7,25
109,15,21,26,8,5
110,18,9,23,19,15
111,14,29,25,0,19
112,31,24,0,29,22
113,15,7,12,12,9
114,23,23,20,31,16
115,29,21,30,15,3
116,23,3,5,9,19
117,20,23,13,11,20
118,22,19,26,5,26
119,19,0,19,25,12
120,21,9,31,8,7
121,25,8,30,11,20
122,22,19,27,28,28
123,12,18,3,14,27
124,5,17,21,7,19
125,4,25,18,2,8
126,11,14,0,14,14
127,0,22,10,24,4
128,20,8,27,3,9
129,6,1,5,6,1
130,28,13,12,13,12
131,22,1,9,24,30
132,10,21,22,28,6
133,9,9,22,5,11
134,19,13,6,8,17
135,25,15,12,1,14
136,22,0,19,2,20
137,16,25,16,0,14
138,8,3,23,20,3
139,6,12,27,29,19
140,3,11,31,4,21
141,9,5,13,21,18
142,8,12,11,1,4
143,24,15,19,27,12
144,28,22,3,20,23
145,17,21,16,15,2
146,15,7,1,27,24
147,4,26,27,27,28
148,5,8,21,10,24
149,24,30,12,17,28
150,10,15,13,22,3
151,13,18,6,17,14
152,29,11,2,12,2
153,21,15,4,4,25
154,10,28,27,26,28
155,7,6,20,14,14
156,22,31,19,29,23
157,19,9,4,11,22
158,24,12,24,23,19
159,24,27,30,25,2
160,24,11,30,20,16
161,8,4,15,31,0
162,13,3,16,26,16
163,29,28,10,16,24
164,25,21,16,7,27
165,3,30,13,5,30
166,3,18,1,23,13
167,17,0,14,15,25
168,17,14,21,8,10
169,30,4,18,27,18
170,12,17,13,31,3
171,0,2,30,9,21
172,1,2,16,3,3
173,10,24,13,26,28
174,30,30,9,18,12
175,9,31,20,18,15
176,15,26,17,18,17
177,6,22,25,31,16
178,5,27,22,17,13
179,26,8,1,9,3
180,8,8,23,23,17
181,0,29,10,21,23
182,8,29,24,31,15
183,18,9,1,16,11
184,25,22,19,28,13
185,7,12,18,17,11
186,22,9,4,19,0
187,23,4,9,3,19
188,5,4,6,31,7
189,5,28,6,9,24
190,15,27,7,24,7
191,26,10,31,22,1
192,31,14,2,9,5
193,9,7,15,12,23
194,12,16,26,12,0
195,9,29,25,23,30
196,11,22,2,15,4
197,11,27,2,28,23
198,5,20,11,23,1
199,8,15,17,3,16
200,31,19,21,27,23
201,15,25,22,19,0
202,4,10,4,31,26
203,14,20,3,29,0
204,3,7,28,14,2
205,21,19,14,17,24
206,18,29,30,22,21
207,19,19,20,21,30
208,3,28,5,20,22
209,16,0,9,11,24
210,26,14,20,4,28
211,27,28,18,26,9
212,15,4,1,28,30
213,26,19,8,13,8
214,29,23,8,13,8
215,0,6,23,2,13
216,17,20,30,21,0
217,27,18,11,14,23
218,29,30,7,17,23
219,8,16,11,5,0
220,10,30,2,0,13
221,9,14,22,14,27
222,1,8,3,2,2
223,14,13,6,5,22
224,29,13,7,17,12
225,1,8,7,15,11
226,24,13,7,11,9
227,1,15,31,18,11
228,4,0,11,1,28
229,7,16,25,31,9
230,3,13,13,7,10
231,2,24,16,0,3
232,9,11,1,19,23
233,1,5,11,3,27
234,21,11,16,20,18
235,16,13,24,13,19
236,19,10,9,11,18
237,15,6,16,31,1
238,30,0,6,30,10
239,12,18,18,20,9
240,23,16,15,25,14
241,19,12,21,25,27
242,14,31,8,24,12
243,5,27,28,12,6
244,27,31,24,0,18
245,7,30,4,25,16
246,30,6,6,26,0
247,9,25,21,16,21
248,1,0,21,13,20
249,9,28,6,3,15
250,11,31,30,11,19
251,24,19,13,31,20
252,29,0,30,18,5
253,3,10,8,28,21
254,8,14,9,5,17
255,29,18,4,3,28
256,22,8,30,9,12
257,18,22,3,18,13
258,24,23,28,17,25
259,21,26,13,5,14
260,18,15,5,16,20
261,23,1,8,10,22
262,26,30,26,22,22
263,3,25,11,26,30
264,26,2,14,6,18
265,14,24,19,8,24
266,16,25,3,11,6
267,30,25,8,2,16
268,3,18,24,7,12
269,0,30,1,27,16
270,21,17,15,24,7
271,15,8,22,13,7
272,24,11,27,15,23
273,29,0,23,30,17
274,25,26,3,10,18
275,21,4,30,11,23
276,16,25,19,3,6
277,11,19,21,29,31
278,31,28,2,30,31
279,18,11,31,17,7
280,11,31,10,5,14
281,27,21,0,8,23
282,17,13,25,20,26
283,31,18,20,20,12
284,29,22,25,5,28
285,20,8,4,5,6
286,11,0,27,30,7
287,22,21,20,1,3
288,7,1,18,30,1
289,7,19,31,29,10
290,3,3,2,27,12
291,25,15,20,31,2
292,3,16,1,19,4
293,15,29,19,6,19
294,10,30,5,7,27
295,1,31,14,19,19
296,31,28,9,16,12
297,9,10,9,28,15
298,9,17,29,28,20
299,26,17,11,8,31
300,10,22,4,21,19
301,31,0,17,3,19
302,4,3,1,18,7
303,25,20,5,13,29
304,18,9,21,13,24
305,2,4,16,20,1
306,26,23,27,26,9
307,2,19,12,11,8
308,13,7,30,24,21
309,21,19,29,11,6
310,11,17,19,27,5
311,16,8,10,7,6
312,26,5,2,23,25
313,17,0,13,22,12
314,21,23,14,10,21
315,0,6,23,19,13
316,30,9,29,11,7
317,24,24,9,27,16
318,8,27,10,5,2
319,7,28,18,0,15
320,30,18,25,25,20
321,25,10,16,10,5
322,13,22,30,16,12
323,11,12,5,31,19
324,22,11,12,28,17
325,0,15,15,29,25
326,19,1,21,1,3
327,23,21,19,19,27
328,14,16,24,23,23
329,4,25,4,1,17
330,14,8,4,26,26
331,21,0,7,12,15
332,28,8,7,16,22
333,26,25,10,16,23
334,30,21,7,5,12
335,2,14,1,30,22
336,23,1,16,2,7
337,29,29,16,18,30
338,9,31,26,19,23
339,15,15,19,0,12
340,28,25,27,20,1
341,25,7,7,7,19
342,25,2,0,9,17
343,26,20,24,6,5
344,11,25,9,7,16
345,6,11,13,31,5
346,8,10,22,30,14
347,11,9,13,18,2
348,22,9,17,8,9
349,12,21,2,4,10
350,21,7,11,27,15
351,0,9,14,18,13
352,14,27,30,3,29
353,24,0,30,24,27
354,25,2,27,20,7
355,15,17,6,5,22
356,0,0,3,5,14
357,18,10,13,5,3
358,11,16,8,25,25
359,29,26,29,19,2
360,26,9,31,6,19
361,13,10,22,20,23
362,27,30,17,24,14
363,13,5,19,12,4
364,1,16,8,6,13
365,5,8,14,20,14
366,19,6,2,12,28
367,29,21,14,2,21
368,13,23,27,28,13
369,6,14,20,2,20
370,4,23,6,27,17
371,1,9,15,27,24
372,21,19,16,30,3
373,30,26,27,29,11
374,22,23,22,6,24
375,8,23,3,8,3
376,28,1,23,19,18
377,0,18,23,27,1
378,27,19,18,25,4
379,17,29,8,4,26
380,23,23,2,25,12
381,26,3,30,3,1
382,3,1,3,12,15
383,24,3,28,17,28
384,19,11,22,7,18
385,18,26,26,11,28
386,17,23,27,22,17
387,30,11,2,31,15
388,22,26,29,18,15
389,21,20,6,26,25
390,25,28,3,24,23
391,31,15,22,18,23
392,16,19,4,19,2
393,18,22,4,14,11
394,16,5,7,10,9
395,17,25,5,19,23
396,11,1,17,27,29
397,26,11,4,10,2
398,19,21,20,25,11
399,27,19,25,31,18
400,5,12,19,13,8
401,8,4,17,0,31
402,12,18,22,27,5
403,27,4,7,31,19
404,17,7,16,31,31
405,2,26,15,9,1
406,10,2,20,14,3
407,28,31,19,4,26
408,1,8,28,8,18
409,20,28,5,21,17
410,20,16,15,21,13
411,9,6,28,12,17
412,3,26,24,24,13
413,30,26,23,12,16
414,17,31,2,24,4
415,8,7,29,15,23
416,12,20,1,21,17
417,13,10,19,23,26
418,17,22,3,18,5
419,24,8,9,13,5
420,13,29,6,0,31
421,22,5,9,31,20
422,15,17,22,13,20
423,23,5,17,25,8
424,28,9,6,22,14
425,31,5,19,1,15
426,16,27,18,7,24
427,29,16,17,23,29
428,9,4,13,16,16
429,30,27,23,14,12
430,9,3,23,13,7
431,16,14,6,23,11
432,1,17,1,28,11
433,1,5,15,20,2
434,31,23,5,5,11
435,20,7,25,5,2
436,10,9,14,30,23
437,4,17,19,19,12
438,11,28,30,16,8
439,10,24,10,0,6
440,18,0,20,15,16
441,8,8,16,15,9
442,19,28,14,22,11
443,15,20,17,6,21
444,3,7,31,24,22
445,20,30,15,14,4
446,4,23,25,29,2
447,24,23,25,8,10
448,14,12,21,15,29
449,11,4,13,18,2
450,8,9,18,1,9
451,9,22,25,6,20
452,19,3,1,29,17
453,3,17,28,19,22
454,2,24,31,17,25
455,4,9,22,26,6
456,19,3,6,17,22
457,3,20,9,11,18
458,24,23,26,2,5
459,6,6,1,5,10
460,24,18,6,29,12
461,5,23,10,24,23
462,15,3,29,18,4
463,16,3,11,3,28
464,31,28,9,1,28
465,30,12,19,28,18
466,15,25,3,2,24
467,8,1,21,10,6
468,12,7,22,15,12
469,13,17,16,7,0
470,18,0,12,22,9
471,15,21,1,21,29
472,18,24,13,10,25
473,18,19,22,16,28
474,24,4,31,4,14
475,23,18,2,13,26
476,26,29,14,21,20
477,15,9,19,1,13
478,15,7,19,29,29
479,12,5,31,12,19
480,13,26,23,26,14
481,13,21,29,1,18
482,10,31,14,19,3
483,6,28,27,14,11
484,28,18,12,4,24
485,30,22,22,11,31
486,5,24,14,8,21
487,26,31,7,24,31
488,30,24,10,18,19
489,26,22,20,21,4
490,12,8,20,29,2
491,13,14,3,1,27
492,28,16,31,18,8
493,22,8,7,10,8
494,0,30,0,2,18
495,31,13,26,4,18
496,18,7,2,23,5
497,27,7,8,27,20
498,19,29,16,19,20
499,14,30,29,24,20
500,27,25,2,0,16
501,3,30,30,6,27
502,6,26,2,10,13
503,27,15,1,7,5
504,15,11,7,13,10
505,26,1,6,13,24
506,16,27,26,29,27
507,13,7,20,12,5
508,25,19,23,28,10
509,13,29,5,24,23
510,31,11,23,13,5
511,0,0,27,5,13
512,17,6,24,5,29
513,27,29,1,16,14
514,3,2,28,10,18
515,21,0,2,26,25
516,30,0,28,28,10
517,2,17,29,13,2
518,22,16,14,28,11
519,4,1,28,29,1
520,6,30,4,24,23
521,31,15,14,22,5
522,27,22,9,28,12
523,18,1,9,29,1
524,29,6,27,4,2
525,7,8,22,5,26
526,2,16,9,2,21
527,26,14,19,28,25
528,24,3,21,2,9
529,29,24,14,3,28
530,2,2,17,3,0
531,14,26,21,12,8
532,5,22,23,30,15
533,2,25,28,13,20
534,8,29,7,2,12
535,8,10,25,17,27
536,17,16,19,15,4
537,11,16,3,13,2
538,17,14,18,8,6
539,11,2,4,11,31
540,11,22,4,14,17
541,12,12,17,11,29
542,23,3,19,27,21
543,5,27,3,29,22
544,0,2,12,15,30
545,26,3,27,14,24
546,1,28,20,17,3
547,27,9,16,1,23
548,30,28,8,9,2
549,22,7,17,25,30
550,31,29,3,19,8
551,22,31,19,23,23
552,0,10,22,26,16
553,0,18,12,27,0
554,23,18,1,7,21
555,13,26,25,19,21
556,23,29,26,17,10
557,5,10,30,26,1
558,4,6,17,12,24
559,28,14,1,2,7
560,0,29,12,23,29
561,30,20,27,27,23
562,20,25,10,9,13
563,30,16,19,14,2
564,1,7,26,26,6
565,16,10,19,31,2
566,18,19,7,26,27
567,10,17,7,24,26
568,18,18,3,19,12
569,30,3,26,6,20
570,9,17,17,6,21
571,25,10,16,28,21
572,31,0,28,31,8
573,10,21,15,14,4
574,30,10,26,3,9
575,22,12,3,7,30
576,12,0,20,17,21
577,22,23,12,31,16
578,12,16,25,1,10
579,30,17,25,8,24
580,26,15,30,9,18
581,21,22,4,14,8
582,12,2,17,12,12
583,9,12,0,28,22
584,29,19,27,28,15
585,22,17,6,29,0
586,15,15,19,0,6
587,18,18,8,16,21
588,11,7,23,28,13
589,4,12,2,12,14
590,11,30,17,16,16
591,30,23,15,19,5
592,28,10,10,13,12
593,4,11,18,9,14
594,7,0,6,22,28
595,16,26,27,2,7
596,11,16,18,28,31
597,9,17,9,25,19
598,21,4,6,13,4
599,11,6,29,14,16
600,20,24,24,27,21
601,21,8,22,21,26
602,5,26,0,16,0
603,28,23,23,27,9
604,10,19,28,18,23
605,12,12,11,22,11
606,0,21,1,2,7
607,31,25,28,21,10
608,23,29,0,2,29
609,27,3,10,7,3
610,29,24,1,15,18
611,14,20,11,9,3
612,20,14,25,0,12
613,14,29,23,11,1
614,19,18,10,12,7
615,22,20,8,13,26
616,7,29,0,10,0
617,23,18,9,26,8
618,30,5,20,20,18
619,8,1,24,0,22
620,18,3,13,10,22
621,30,15,26,13,25
622,2,3,3,20,19
623,0,28,4,8,4
624,26,26,17,12,15
625,3,10,8,13,27
626,10,27,2,0,9
627,6,27,22,1,31
628,8,13,26,30,9
629,5,16,4,18,25
630,1,14,2,16,10
631,22,8,0,23,10
632,13,25,17,8,24
633,27,7,20,10,9
634,6,3,5,30,8
635,3,3,2,7,20
636,7,4,12,22,17
637,31,27,6,19,19
638,11,5,13,27,3
639,15,17,3,11,18
640,27,25,27,0,10
641,28,22,19,4,6
642,27,16,2,15,0
643,14,8,9,0,1
644,1,22,20,0,12
645,17,10,1,13,2
646,19,6,26,18,2
647,24,29,29,31,29
648,12,1,2,13,14
649,21,3,7,16,15
650,20,18,24,7,3
651,2,0,20,8,26
652,22,18,22,14,0
653,6,8,10,16,1
654,30,1,2,28,29
655,16,8,25,16,15
656,8,21,27,26,31
657,14,16,12,30,20
658,0,14,22,6,18
659,16,19,14,24,30
660,29,1,28,5,20
661,24,16,20,9,23
662,19,21,25,23,27
663,8,9,16,25,29
664,8,17,11,20,3
665,3,11,26,15,7
666,31,31,23,16,28
667,20,1,21,27,3
668,8,7,9,29,21
669,28,9,29,28,21
670,18,24,2,25,0
671,6,13,29,30,25
672,13,25,10,20,10
673,0,21,24,1,2
674,19,1,5,14,10
675,29,27,10,21,9
676,13,19,7,15,21
677,18,13,1,28,19
678,17,16,12,16,12
679,1,10,28,18,7
680,25,30,13,8,3
681,20,28,16,6,13
682,2,13,29,7,23
683,2,26,20,23,0
684,21,15,23,1,1
685,29,30,19,22,14
686,1,3,14,1,18
687,8,18,9,24,27
688,4,1,28,8,25
689,31,9,22,7,30
690,3,31,22,25,16
691,18,27,20,18,0
692,10,11,19,23,18
693,15,17,10,25,27
694,26,20,23,30,19
695,11,2,0,15,2
696,20,9,1,19,5
697,19,25,20,27,7
698,22,25,13,12,30
699,17,1,13,26,20
700,10,10,2,0,2
701,6,4,28,14,6
702,6,30,16,24,20
703,10,0,15,14,30
704,6,5,7,18,4
705,26,29,10,13,10
706,9,24,1,20,3
707,19,17,27,14,19
708,23,30,12,23,31
709,28,28,3,9,7
710,14,20,0,18,0
711,4,14,16,10,17
712,29,26,21,24,1
713,24,15,27,23,26
714,13,4,20,21,1
715,12,23,26,28,18
716,10,26,31,16,19
717,14,4,10,20,27
718,0,8,16,9,28
719,28,7,20,11,17
720,18,28,16,9,24
721,27,31,4,29,20
722,12,27,27,9,7
723,11,27,20,3,0
724,25,5,6,0,4
725,7,28,12,14,0
726,12,14,6,18,16
727,7,21,11,23,27
728,24,5,4,18,21
729,3,11,30,8,1
730,25,16,16,16,9
731,29,16,20,20,4
732,0,30,7,21,9
733,31,3,24,14,15
734,27,5,19,21,22
735,8,26,6,3,28
736,7,28,9,4,9
737,1,29,9,30,27
738,7,15,15,15,13
739,17,2,21,20,14
740,14,7,14,31,31
741,8,6,9,17,0
742,30,3,16,15,18
743,3,8,26,22,21
744,9,4,21,2,26
745,27,8,14,21,15
746,31,0,5,31,23
747,16,17,9,23,26
748,9,3,26,27,22
749,16,24,17,9,11
750,6,27,29,27,15
751,15,6,7,27,20
752,5,30,19,30,14
753,23,27,11,26,21
754,25,8,28,11,20
755,13,19,7,0,24
756,6,3,28,0,30
757,1,27,12,5,0
758,15,5,21,4,4
759,19,13,31,19,15
760,20,19,9,7,5
761,17,21,9,28,22
762,31,22,10,4,16
763,29,1,5,17,30
764,5,12,3,1,18
765,22,31,17,21,26
766,31,18,29,26,22
767,11,8,9,29,11
768,11,21,24,19,22
769,12,22,4,6,6
770,13,27,0,28,8
771,24,1,4,18,5
772,24,19,18,18,27
773,4,6,8,19,4
774,16,6,18,31,0
775,5,20,10,0,10
776,29,25,24,5,31
777,26,5,30,14,16
778,7,6,11,21,31
779,25,11,26,14,8
780,14,29,13,9,21
781,26,18,30,5,4
782,23,11,2,7,19
783,22,17,16,6,17
784,1,19,13,4,21
785,7,12,28,31,21
786,2,31,18,9,12
787,16,20,19,20,20
788,8,29,16,10,26
789,6,4,31,21,17
790,26,19,20,3,12
791,16,13,11,10,8
792,15,17,7,22,29
793,22,27,17,0,31
794,24,20,31,9,23
795,8,2,16,22,20
796,6,13,17,8,26
797,27,31,12,8,9
798,22,6,5,23,13
799,23,18,17,19,22
800,26,18,10,8,15
801,12,22,10,14,0
802,1,30,31,15,28
803,26,14,13,10,11
804,23,26,30,8,6
805,9,26,10,16,12
806,25,14,15,25,29
807,1,15,7,0,11
808,0,0,6,29,28
809,26,2,4,14,16
810,16,5,21,22,18
811,2,18,15,8,17
812,22,4,2,24,30
813,9,28,30,7,30
814,10,7,29,18,6
815,24,21,10,1,6
816,22,18,31,15,10
817,5,9,31,22,5
818,28,19,31,10,24
819,12,5,10,29,9
820,30,16,21,21,31
821,8,8,3,20,10
822,30,14,14,13,22
823,27,1,30,10,9
824,16,23,7,26,25
825,27,24,10,12,15
826,6,8,27,1,1
827,21,16,0,7,2
828,27,13,5,19,25
829,4,31,10,28,26
830,6,3,4,14,25
831,13,12,16,29,30
832,11,27,31,0,7
833,20,0,19,30,27
834,25,12,27,26,11
835,1,3,18,21,11
836,13,16,8,22,21
837,26,22,9,6,15
838,10,21,21,8,17
839,7,24,6,2,11
840,13,3,16,21,4
841,20,17,28,31,5
842,26,5,24,0,22
843,28,21,28,22,11
844,28,22,1,12,13
845,23,12,4,25,12
846,7,1,29,7,31
847,24,28,11,25,3
848,14,27,10,11,5
849,9,16,11,24,1
850,27,12,18,7,1
851,29,11,4,8,3
852,4,26,4,29,28
853,5,13,8,24,2
854,6,10,27,25,28
855,24,20,12,17,2
856,10,30,17,15,1
857,23,6,1,17,10
858,10,20,30,4,30
859,4,19,0,24,7
860,23,1,13,30,11
861,30,30,9,19,8
862,21,24,30,29,11
863,28,6,26,6,6
864,1,25,31,10,25
865,25,29,31,2,18
866,19,24,20,13,6
867,9,31,16,19,25
868,31,29,21,6,7
869,13,17,14,1,15
870,25,8,14,23,26
871,13,14,25,22,19
872,15,5,19,23,13
873,9,0,12,17,3
874,8,19,28,26,0
875,14,0,3,24,24
876,5,31,0,28,29
877,11,23,8,24,2
878,24,1,23,26,28
879,3,7,29,4,11
880,9,7,28,7,14
881,8,30,9,13,13
882,14,27,16,27,4
883,19,3,15,7,4
884,15,8,9,4,12
885,1,14,28,4,6
886,25,5,30,21,7
887,30,1,8,19,21
888,22,23,2,8,9
889,2,26,1,18,14
890,26,20,3,15,14
891,29,16,23,23,30
892,6,1,9,29,3
893,29,3,6,28,28
894,5,17,15,13,20
895,11,14,3,18,2
896,15,29,25,29,28
897,15,25,14,26,11
898,1,4,12,6,14
899,9,7,25,1,27
900,3,18,16,24,20
901,23,21,21,4,21
902,20,18,14,17,29
903,25,10,1,13,12
904,21,1,18,28,7
905,7,24,6,5,4
906,22,16,16,7,20
907,19,17,29,1,20
908,16,7,25,31,4
909,23,8,21,28,27
910,9,22,18,13,22
911,18,23,1,30,5
912,19,3,5,1,18
913,31,28,17,5,15
914,22,27,30,17,12
915,30,0,16,28,4
916,7,27,20,31,30
917,1,20,15,8,0
918,9,26,0,9,14
919,3,10,18,11,25
920,27,7,20,17,7
921,1,16,14,6,10
922,5,0,27,16,26
923,10,10,26,20,10
924,13,4,11,12,13
925,6,6,25,6,15
926,2,30,19,3,6
927,7,8,13,18,3
928,12,12,8,26,30
929,14,28,14,4,5
930,2,9,3,26,8
931,0,25,28,4,21
932,31,10,28,10,15
933,25,20,29,15,8
934,24,29,23,18,15
935,7,5,22,29,7
936,11,14,19,15,8
937,8,11,6,29,1
938,11,21,7,11,29
939,8,19,6,15,10
940,31,11,3,7,9
941,4,22,24,10,4
942,5,14,7,25,10
943,14,24,16,26,18
944,9,22,31,27,16
945,16,13,11,8,9
946,13,2,27,1,21
947,3,4,7,5,15
948,30,4,11,23,3
949,5,13,21,30,21
950,11,30,23,26,10
951,3,24,20,27,12
952,26,13,10,9,29
953,1,31,8,7,24
954,0,3,1,3,4
955,21,30,12,12,7
956,30,4,28,3,21
957,3,26,2,26,14
958,13,19,6,13,10
959,29,8,20,9,5
960,0,4,0,18,2
961,29,2,5,1,28
962,18,16,0,23,10
963,23,14,19,16,0
964,30,18,10,29,28
965,28,2,15,7,31
966,0,19,26,14,4
967,2,18,24,28,9
968,19,12,5,10,20
969,2,0,12,29,10
970,12,31,8,9,5
971,2,10,7,3,27
972,8,23,30,3,8
973,3,13,0,24,20
974,31,18,26,8,26
975,7,7,13,14,24
976,22,12,16,25,5
977,31,8,11,21,20
978,26,18,12,22,26
979,31,5,4,10,19
980,28,26,20,6,21
981,12,31,5,1,7
982,4,25,18,27,14
983,19,4,26,4,9
984,15,12,27,2,28
985,15,4,19,25,17
986,17,6,2,31,3
987,2,3,30,13,30
